CASE_NUMBER,council_member,vote
C14-2014-0194,CM_2,YES
C14-2014-0194,CM_3,YES
C14-2014-0194,CM_4,YES
C14-2014-0194,CM_5,NO
C14-2014-0194,CM_6,YES
C14-2014-0194,CM_7,YES
C14-2014-0194,CM_8,YES
C14-2014-0194,CM_9,YES
C14-2014-0194,CM_10,NO
C14H-2014-0014,Mayor,YES
C14H-2014-0014,CM_1,YES
C14H-2014-0014,CM_2,YES
C14H-2014-0014,CM_3,YES
C14H-2014-0014,CM_4,NO
C14H-2014-0014,CM_5,YES
C14H-2014-0014,CM_6,YES
C14H-2014-0014,CM_7,YES
C14H-2014-0014,CM_8,YES
C14H-2014-0014,CM_9,YES
C14H-2014-0014,CM_10,YES
C14H-2014-0014,Mayor,YES
C14H-2014-0014,CM_1,YES
C14H-2014-0014,CM_2,NO
C14H-2014-0014,CM_3,YES
C14H-2014-0014,CM_4,YES
C14H-2014-0014,CM_5,NO
C14H-2014-0014,CM_6,YES
C14H-2014-0014,CM_7,YES
C14H-2014-0014,CM_8,YES
C14H-2014-0014,CM_9,YES
C14H-2014-0014,CM_10,YES
C14H-2014-0014,Mayor,YES
C14H-2014-0014,CM_1,YES
C14H-2014-0014,CM_2,YES
C14H-2014-0014,CM_3,NO
C14H-2014-0014,CM_4,NO
C14H-2014-0014,CM_5,YES
C14H-2014-0014,CM_6,YES
C14H-2014-0014,CM_7,YES
C14H-2014-0014,CM_8,NO
C14H-2014-0014,CM_9,YES
C14H-2014-0014,CM_10,YES
C14-2014-0120,Mayor,YES
C14-2014-0120,CM_1,YES
C14-2014-0120,CM_2,YES
C14-2014-0120,CM_3,YES
C14-2014-0120,CM_4,YES
C14-2014-0120,CM_5,YES
C14-2014-0120,CM_6,YES
C14-2014-0120,CM_7,YES
C14-2014-0120,CM_8,YES
C14-2014-0120,CM_9,YES
C14-2014-0120,CM_10,YES
C14-2015-0119,Mayor,YES
C14-2015-0119,CM_1,NO
C14-2015-0119,CM_2,YES
C14-2015-0119,CM_3,YES
C14-2015-0119,CM_4,NO
C14-2015-0119,CM_5,YES
C14-2015-0119,CM_6,YES
C14-2015-0119,CM_7,YES
C14-2015-0119,CM_8,YES
C14-2015-0119,CM_9,YES
C14-2015-0119,CM_10,YES
C14-2015-0119,Mayor,YES
C14-2015-0119,CM_1,YES
C14-2015-0119,CM_2,YES
C14-2015-0119,CM_3,YES
C14-2015-0119,CM_4,YES
C14-2015-0119,CM_5,NO
C14-2015-0119,CM_6,YES
C14-2015-0119,CM_7,YES
C14-2015-0119,CM_8,YES
C14-2015-0119,CM_9,YES
C14-2015-0119,CM_10,YES
C14-2015-0119,Mayor,YES
C14-2015-0119,CM_1,NO
C14-2015-0119,CM_2,YES
C14-2015-0119,CM_3,NO
C14-2015-0119,CM_4,YES
C14-2015-0119,CM_5,YES
C14-2015-0119,CM_6,YES
C14-2015-0119,CM_7,YES
C14-2015-0119,CM_8,YES
C14-2015-0119,CM_9,YES
C14-2015-0119,CM_10,YES
C14-2015-0119,Mayor,NO
C14-2015-0119,CM_1,YES
C14-2015-0119,CM_2,YES
C14-2015-0119,CM_3,YES
C14-2015-0119,CM_4,NO
C14-2015-0119,CM_5,YES
C14-2015-0119,CM_6,NO
C14-2015-0119,CM_7,YES
C14-2015-0119,CM_8,YES
C14-2015-0119,CM_9,YES
C14-2015-0119,CM_10,YES
C14-2015-0119,Mayor,YES
C14-2015-0119,CM_1,NO
C14-2015-0119,CM_2,YES
C14-2015-0119,CM_3,YES
C14-2015-0119,CM_4,YES
C14-2015-0119,CM_5,YES
C14-2015-0119,CM_6,YES
C14-2015-0119,CM_7,YES
C14-2015-0119,CM_8,YES
C14-2015-0119,CM_9,YES
C14-2015-0119,CM_10,YES
C14-2015-0119,Mayor,YES
C14-2015-0119,CM_1,NO
C14-2015-0119,CM_2,YES
C14-2015-0119,CM_3,YES
C14-2015-0119,CM_4,YES
C14-2015-0119,CM_5,YES
C14-2015-0119,CM_6,YES
C14-2015-0119,CM_7,YES
C14-2015-0119,CM_8,NO
C14-2015-0119,CM_9,YES
C14-2015-0119,CM_10,YES
C14-2015-0001,Mayor,YES
C14-2015-0001,CM_1,YES
C14-2015-0001,CM_2,YES
C14-2015-0001,CM_3,NO
C14-2015-0001,CM_4,YES
C14-2015-0001,CM_5,YES
C14-2015-0001,CM_6,YES
C14-2015-0001,CM_7,YES
C14-2015-0001,CM_8,YES
C14-2015-0001,CM_9,YES
C14-2015-0001,CM_10,NO
C14-2015-0001,Mayor,YES
C14-2015-0001,CM_1,YES
C14-2015-0001,CM_2,NO
C14-2015-0001,CM_3,YES
C14-2015-0001,CM_4,YES
C14-2015-0001,CM_5,YES
C14-2015-0001,CM_6,YES
C14-2015-0001,CM_7,YES
C14-2015-0001,CM_8,YES
C14-2015-0001,CM_9,YES
C14-2015-0001,CM_10,YES
C14-2015-0001,Mayor,YES
C14-2015-0001,CM_1,YES
C14-2015-0001,CM_2,YES
C14-2015-0001,CM_3,YES
C14-2015-0001,CM_4,YES
C14-2015-0001,CM_5,YES
C14-2015-0001,CM_6,YES
C14-2015-0001,CM_7,YES
C14-2015-0001,CM_8,YES
C14-2015-0001,CM_9,NO
C14-2015-0001,CM_10,YES
C14-2015-0003,Mayor,YES
C14-2015-0003,CM_1,YES
C14-2015-0003,CM_2,YES
C14-2015-0003,CM_3,YES
C14-2015-0003,CM_4,YES
C14-2015-0003,CM_5,NO
C14-2015-0003,CM_6,YES
C14-2015-0003,CM_7,YES
C14-2015-0003,CM_8,YES
C14-2015-0003,CM_9,YES
C14-2015-0003,CM_10,YES
C14-2015-0019,Mayor,NO
C14-2015-0019,CM_1,YES
C14-2015-0019,CM_2,YES
C14-2015-0019,CM_3,YES
C14-2015-0019,CM_4,YES
C14-2015-0019,CM_5,YES
C14-2015-0019,CM_6,NO
C14-2015-0019,CM_7,YES
C14-2015-0019,CM_8,YES
C14-2015-0019,CM_9,NO
C14-2015-0019,CM_10,YES
C14-2015-0025,Mayor,YES
C14-2015-0025,CM_1,YES
C14-2015-0025,CM_2,YES
C14-2015-0025,CM_3,YES
C14-2015-0025,CM_4,YES
C14-2015-0025,CM_5,NO
C14-2015-0025,CM_6,YES
C14-2015-0025,CM_7,YES
C14-2015-0025,CM_8,YES
C14-2015-0025,CM_9,YES
C14-2015-0025,CM_10,YES
C14-2015-0025,Mayor,YES
C14-2015-0025,CM_1,YES
C14-2015-0025,CM_2,NO
C14-2015-0025,CM_3,NO
C14-2015-0025,CM_4,YES
C14-2015-0025,CM_5,YES
C14-2015-0025,CM_6,YES
C14-2015-0025,CM_7,YES
C14-2015-0025,CM_8,YES
C14-2015-0025,CM_9,YES
C14-2015-0025,CM_10,YES
C14-2015-0025,Mayor,YES
C14-2015-0025,CM_1,YES
C14-2015-0025,CM_2,YES
C14-2015-0025,CM_3,YES
C14-2015-0025,CM_4,YES
C14-2015-0025,CM_5,YES
C14-2015-0025,CM_6,YES
C14-2015-0025,CM_7,NO
C14-2015-0025,CM_8,YES
C14-2015-0025,CM_9,NO
C14-2015-0025,CM_10,YES
C14-2015-0043,Mayor,YES
C14-2015-0043,CM_1,YES
C14-2015-0043,CM_2,NO
C14-2015-0043,CM_3,YES
C14-2015-0043,CM_4,YES
C14-2015-0043,CM_5,YES
C14-2015-0043,CM_6,YES
C14-2015-0043,CM_7,YES
C14-2015-0043,CM_8,YES
C14-2015-0043,CM_9,YES
C14-2015-0043,CM_10,NO
C14-2015-0043,Mayor,YES
C14-2015-0043,CM_1,YES
C14-2015-0043,CM_2,YES
C14-2015-0043,CM_3,YES
C14-2015-0043,CM_4,YES
C14-2015-0043,CM_5,YES
C14-2015-0043,CM_6,YES
C14-2015-0043,CM_7,YES
C14-2015-0043,CM_8,YES
C14-2015-0043,CM_9,YES
C14-2015-0043,CM_10,NO
C14-2015-0043,Mayor,YES
C14-2015-0043,CM_1,YES
C14-2015-0043,CM_2,YES
C14-2015-0043,CM_3,YES
C14-2015-0043,CM_4,YES
C14-2015-0043,CM_5,NO
C14-2015-0043,CM_6,YES
C14-2015-0043,CM_7,YES
C14-2015-0043,CM_8,YES
C14-2015-0043,CM_9,NO
C14-2015-0043,CM_10,YES
C14-2015-0043,Mayor,YES
C14-2015-0043,CM_1,NO
C14-2015-0043,CM_2,YES
C14-2015-0043,CM_3,YES
C14-2015-0043,CM_4,YES
C14-2015-0043,CM_5,YES
C14-2015-0043,CM_6,NO
C14-2015-0043,CM_7,YES
C14-2015-0043,CM_8,YES
C14-2015-0043,CM_9,NO
C14-2015-0043,CM_10,YES
C14-2015-0047,Mayor,NO
C14-2015-0047,CM_1,YES
C14-2015-0047,CM_2,YES
C14-2015-0047,CM_3,YES
C14-2015-0047,CM_4,YES
C14-2015-0047,CM_5,YES
C14-2015-0047,CM_6,YES
C14-2015-0047,CM_7,YES
C14-2015-0047,CM_8,YES
C14-2015-0047,CM_9,YES
C14-2015-0047,CM_10,YES
C14-2015-0047,Mayor,YES
C14-2015-0047,CM_1,YES
C14-2015-0047,CM_2,YES
C14-2015-0047,CM_3,YES
C14-2015-0047,CM_4,YES
C14-2015-0047,CM_5,YES
C14-2015-0047,CM_6,YES
C14-2015-0047,CM_7,YES
C14-2015-0047,CM_8,YES
C14-2015-0047,CM_9,NO
C14-2015-0047,CM_10,YES
C14-2015-0047,Mayor,YES
C14-2015-0047,CM_1,NO
C14-2015-0047,CM_2,YES
C14-2015-0047,CM_3,YES
C14-2015-0047,CM_4,YES
C14-2015-0047,CM_5,YES
C14-2015-0047,CM_6,YES
C14-2015-0047,CM_7,YES
C14-2015-0047,CM_8,NO
C14-2015-0047,CM_9,YES
C14-2015-0047,CM_10,YES
C14-2015-0047,Mayor,YES
C14-2015-0047,CM_1,YES
C14-2015-0047,CM_2,NO
C14-2015-0047,CM_3,YES
C14-2015-0047,CM_4,YES
C14-2015-0047,CM_5,YES
C14-2015-0047,CM_6,YES
C14-2015-0047,CM_7,NO
C14-2015-0047,CM_8,YES
C14-2015-0047,CM_9,YES
C14-2015-0047,CM_10,YES
C14-2015-0050,Mayor,YES
C14-2015-0050,CM_1,YES
C14-2015-0050,CM_2,YES
C14-2015-0050,CM_3,YES
C14-2015-0050,CM_4,YES
C14-2015-0050,CM_5,YES
C14-2015-0050,CM_6,YES
C14-2015-0050,CM_7,YES
C14-2015-0050,CM_8,YES
C14-2015-0050,CM_9,YES
C14-2015-0050,CM_10,YES
C14-2015-0050,Mayor,YES
C14-2015-0050,CM_1,YES
C14-2015-0050,CM_2,YES
C14-2015-0050,CM_3,YES
C14-2015-0050,CM_4,YES
C14-2015-0050,CM_5,YES
C14-2015-0050,CM_6,YES
C14-2015-0050,CM_7,YES
C14-2015-0050,CM_8,YES
C14-2015-0050,CM_9,YES
C14-2015-0050,CM_10,YES
C14-2015-0086,Mayor,YES
C14-2015-0086,CM_1,YES
C14-2015-0086,CM_2,YES
C14-2015-0086,CM_3,YES
C14-2015-0086,CM_4,YES
C14-2015-0086,CM_5,YES
C14-2015-0086,CM_6,NO
C14-2015-0086,CM_7,YES
C14-2015-0086,CM_8,NO
C14-2015-0086,CM_9,YES
C14-2015-0086,CM_10,NO
C14-2015-0086,Mayor,YES
C14-2015-0086,CM_1,YES
C14-2015-0086,CM_2,YES
C14-2015-0086,CM_3,YES
C14-2015-0086,CM_4,NO
C14-2015-0086,CM_5,YES
C14-2015-0086,CM_6,YES
C14-2015-0086,CM_7,NO
C14-2015-0086,CM_8,YES
C14-2015-0086,CM_9,YES
C14-2015-0086,CM_10,YES
C14-2015-0086,Mayor,YES
C14-2015-0086,CM_1,YES
C14-2015-0086,CM_2,NO
C14-2015-0086,CM_3,YES
C14-2015-0086,CM_4,YES
C14-2015-0086,CM_5,YES
C14-2015-0086,CM_6,NO
C14-2015-0086,CM_7,YES
C14-2015-0086,CM_8,YES
C14-2015-0086,CM_9,YES
C14-2015-0086,CM_10,YES
C14-2015-0086,Mayor,YES
C14-2015-0086,CM_1,NO
C14-2015-0086,CM_2,NO
C14-2015-0086,CM_3,YES
C14-2015-0086,CM_4,YES
C14-2015-0086,CM_5,NO
C14-2015-0086,CM_6,YES
C14-2015-0086,CM_7,YES
C14-2015-0086,CM_8,YES
C14-2015-0086,CM_9,YES
C14-2015-0086,CM_10,YES
C14-2015-0086,Mayor,YES
C14-2015-0086,CM_1,NO
C14-2015-0086,CM_2,YES
C14-2015-0086,CM_3,YES
C14-2015-0086,CM_4,YES
C14-2015-0086,CM_5,YES
C14-2015-0086,CM_6,YES
C14-2015-0086,CM_7,YES
C14-2015-0086,CM_8,YES
C14-2015-0086,CM_9,NO
C14-2015-0086,CM_10,YES
C14-2015-0086,Mayor,YES
C14-2015-0086,CM_1,YES
C14-2015-0086,CM_2,YES
C14-2015-0086,CM_3,YES
C14-2015-0086,CM_4,YES
C14-2015-0086,CM_5,YES
C14-2015-0086,CM_6,YES
C14-2015-0086,CM_7,YES
C14-2015-0086,CM_8,NO
C14-2015-0086,CM_9,YES
C14-2015-0086,CM_10,YES
C14-2015-0093,Mayor,YES
C14-2015-0093,CM_1,YES
C14-2015-0093,CM_2,NO
C14-2015-0093,CM_3,YES
C14-2015-0093,CM_4,YES
C14-2015-0093,CM_5,YES
C14-2015-0093,CM_6,YES
C14-2015-0093,CM_7,YES
C14-2015-0093,CM_8,YES
C14-2015-0093,CM_9,YES
C14-2015-0093,CM_10,NO
C14-2015-0093,Mayor,YES
C14-2015-0093,CM_1,YES
C14-2015-0093,CM_2,YES
C14-2015-0093,CM_3,YES
C14-2015-0093,CM_4,YES
C14-2015-0093,CM_5,YES
C14-2015-0093,CM_6,YES
C14-2015-0093,CM_7,YES
C14-2015-0093,CM_8,YES
C14-2015-0093,CM_9,NO
C14-2015-0093,CM_10,YES
C14-2015-0093,Mayor,YES
C14-2015-0093,CM_1,YES
C14-2015-0093,CM_2,NO
C14-2015-0093,CM_3,YES
C14-2015-0093,CM_4,YES
C14-2015-0093,CM_5,YES
C14-2015-0093,CM_6,YES
C14-2015-0093,CM_7,YES
C14-2015-0093,CM_8,NO
C14-2015-0093,CM_9,NO
C14-2015-0093,CM_10,YES
C14-2015-0094,Mayor,YES
C14-2015-0094,CM_1,NO
C14-2015-0094,CM_2,YES
C14-2015-0094,CM_3,YES
C14-2015-0094,CM_4,YES
C14-2015-0094,CM_5,YES
C14-2015-0094,CM_6,YES
C14-2015-0094,CM_7,YES
C14-2015-0094,CM_8,YES
C14-2015-0094,CM_9,YES
C14-2015-0094,CM_10,YES
C14-2015-0094,Mayor,NO
C14-2015-0094,CM_1,YES
C14-2015-0094,CM_2,YES
C14-2015-0094,CM_3,YES
C14-2015-0094,CM_4,YES
C14-2015-0094,CM_5,YES
C14-2015-0094,CM_6,YES
C14-2015-0094,CM_7,YES
C14-2015-0094,CM_8,NO
C14-2015-0094,CM_9,YES
C14-2015-0094,CM_10,YES
C14-2015-0094,Mayor,YES
C14-2015-0094,CM_1,YES
C14-2015-0094,CM_2,NO
C14-2015-0094,CM_3,YES
C14-2015-0094,CM_4,NO
C14-2015-0094,CM_5,YES
C14-2015-0094,CM_6,YES
C14-2015-0094,CM_7,YES
C14-2015-0094,CM_8,YES
C14-2015-0094,CM_9,YES
C14-2015-0094,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0104,Mayor,YES
C14-2015-0104,CM_1,YES
C14-2015-0104,CM_2,YES
C14-2015-0104,CM_3,YES
C14-2015-0104,CM_4,YES
C14-2015-0104,CM_5,YES
C14-2015-0104,CM_6,YES
C14-2015-0104,CM_7,YES
C14-2015-0104,CM_8,YES
C14-2015-0104,CM_9,YES
C14-2015-0104,CM_10,YES
C14-2015-0105,Mayor,YES
C14-2015-0105,CM_1,YES
C14-2015-0105,CM_2,YES
C14-2015-0105,CM_3,YES
C14-2015-0105,CM_4,YES
C14-2015-0105,CM_5,YES
C14-2015-0105,CM_6,YES
C14-2015-0105,CM_7,YES
C14-2015-0105,CM_8,YES
C14-2015-0105,CM_9,YES
C14-2015-0105,CM_10,NO
C14-2015-0105,Mayor,YES
C14-2015-0105,CM_1,YES
C14-2015-0105,CM_2,YES
C14-2015-0105,CM_3,YES
C14-2015-0105,CM_4,YES
C14-2015-0105,CM_5,YES
C14-2015-0105,CM_6,YES
C14-2015-0105,CM_7,YES
C14-2015-0105,CM_8,YES
C14-2015-0105,CM_9,YES
C14-2015-0105,CM_10,NO
C14-2015-0106,Mayor,NO
C14-2015-0106,CM_1,YES
C14-2015-0106,CM_2,YES
C14-2015-0106,CM_3,YES
C14-2015-0106,CM_4,YES
C14-2015-0106,CM_5,YES
C14-2015-0106,CM_6,NO
C14-2015-0106,CM_7,YES
C14-2015-0106,CM_8,YES
C14-2015-0106,CM_9,YES
C14-2015-0106,CM_10,YES
C14-2015-0106,Mayor,YES
C14-2015-0106,CM_1,YES
C14-2015-0106,CM_2,YES
C14-2015-0106,CM_3,NO
C14-2015-0106,CM_4,YES
C14-2015-0106,CM_5,NO
C14-2015-0106,CM_6,YES
C14-2015-0106,CM_7,YES
C14-2015-0106,CM_8,NO
C14-2015-0106,CM_9,YES
C14-2015-0106,CM_10,YES
C14-2015-0160,Mayor,YES
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,YES
C14-2015-0160,CM_3,NO
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,YES
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,YES
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,YES
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,YES
C14-2015-0160,CM_1,NO
C14-2015-0160,CM_2,YES
C14-2015-0160,CM_3,YES
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,NO
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,NO
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,YES
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,NO
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,YES
C14-2015-0160,CM_3,YES
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,YES
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,YES
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,NO
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,YES
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,YES
C14-2015-0160,CM_3,NO
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,YES
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,NO
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,YES
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,YES
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,NO
C14-2015-0160,CM_3,NO
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,YES
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,NO
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,YES
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,YES
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,YES
C14-2015-0160,CM_3,YES
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,NO
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,YES
C14-2015-0160,CM_8,NO
C14-2015-0160,CM_9,YES
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,NO
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,NO
C14-2015-0160,CM_3,YES
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,YES
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,NO
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,YES
C14-2015-0160,CM_10,YES
C14-2015-0160,Mayor,YES
C14-2015-0160,CM_1,YES
C14-2015-0160,CM_2,NO
C14-2015-0160,CM_3,YES
C14-2015-0160,CM_4,YES
C14-2015-0160,CM_5,YES
C14-2015-0160,CM_6,YES
C14-2015-0160,CM_7,YES
C14-2015-0160,CM_8,YES
C14-2015-0160,CM_9,NO
C14-2015-0160,CM_10,NO
C14H-2015-0006,Mayor,YES
C14H-2015-0006,CM_1,YES
C14H-2015-0006,CM_2,YES
C14H-2015-0006,CM_3,YES
C14H-2015-0006,CM_4,YES
C14H-2015-0006,CM_5,NO
C14H-2015-0006,CM_6,YES
C14H-2015-0006,CM_7,YES
C14H-2015-0006,CM_8,YES
C14H-2015-0006,CM_9,YES
C14H-2015-0006,CM_10,YES
C14-2015-0074,Mayor,YES
C14-2015-0074,CM_1,YES
C14-2015-0074,CM_2,YES
C14-2015-0074,CM_3,YES
C14-2015-0074,CM_4,YES
C14-2015-0074,CM_5,YES
C14-2015-0074,CM_6,YES
C14-2015-0074,CM_7,YES
C14-2015-0074,CM_8,YES
C14-2015-0074,CM_9,YES
C14-2015-0074,CM_10,YES
C14-2016-0023.SH,Mayor,YES
C14-2016-0023.SH,CM_1,YES
C14-2016-0023.SH,CM_2,YES
C14-2016-0023.SH,CM_3,YES
C14-2016-0023.SH,CM_4,YES
C14-2016-0023.SH,CM_5,YES
C14-2016-0023.SH,CM_6,YES
C14-2016-0023.SH,CM_7,YES
C14-2016-0023.SH,CM_8,YES
C14-2016-0023.SH,CM_9,YES
C14-2016-0023.SH,CM_10,YES
C14-2016-0025,Mayor,YES
C14-2016-0025,CM_1,YES
C14-2016-0025,CM_2,YES
C14-2016-0025,CM_3,NO
C14-2016-0025,CM_4,YES
C14-2016-0025,CM_5,YES
C14-2016-0025,CM_6,YES
C14-2016-0025,CM_7,YES
C14-2016-0025,CM_8,YES
C14-2016-0025,CM_9,YES
C14-2016-0025,CM_10,NO
C14-2016-0025,Mayor,YES
C14-2016-0025,CM_1,NO
C14-2016-0025,CM_2,YES
C14-2016-0025,CM_3,YES
C14-2016-0025,CM_4,YES
C14-2016-0025,CM_5,NO
C14-2016-0025,CM_6,YES
C14-2016-0025,CM_7,YES
C14-2016-0025,CM_8,YES
C14-2016-0025,CM_9,NO
C14-2016-0025,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0039,Mayor,YES
C14-2016-0039,CM_1,YES
C14-2016-0039,CM_2,YES
C14-2016-0039,CM_3,YES
C14-2016-0039,CM_4,YES
C14-2016-0039,CM_5,YES
C14-2016-0039,CM_6,YES
C14-2016-0039,CM_7,YES
C14-2016-0039,CM_8,YES
C14-2016-0039,CM_9,YES
C14-2016-0039,CM_10,YES
C14-2016-0063.SH,Mayor,YES
C14-2016-0063.SH,CM_1,YES
C14-2016-0063.SH,CM_2,YES
C14-2016-0063.SH,CM_3,YES
C14-2016-0063.SH,CM_4,YES
C14-2016-0063.SH,CM_5,YES
C14-2016-0063.SH,CM_6,YES
C14-2016-0063.SH,CM_7,YES
C14-2016-0063.SH,CM_8,YES
C14-2016-0063.SH,CM_9,YES
C14-2016-0063.SH,CM_10,YES
C14-2016-0063.SH,Mayor,YES
C14-2016-0063.SH,CM_1,YES
C14-2016-0063.SH,CM_2,YES
