CASE_NUMBER,EDIMS_URL,STAFF_RECOMMENDATION
C14-2010-0045,https://services.austintexas.gov/edims/document.cfm?idx=-5022174011957807880,Approval
C14-95-0116,https://services.austintexas.gov/edims/document.cfm?idx=-4679763960994164920,Approval
C14-02-0187,https://services.austintexas.gov/edims/document.cfm?idx=-163645523250807098,Disapproval
C14-91-0038(RCT),https://services.austintexas.gov/edims/document.cfm?idx=2658903777739762783,Approval
C14-00-2243,https://services.austintexas.gov/edims/document.cfm?idx=3027520749205578792,Disapproval
C14-04-0119,https://services.austintexas.gov/edims/document.cfm?idx=6923375028166980366,Approval
C14-2024-0163,https://services.austintexas.gov/edims/document.cfm?idx=5062673533052785850,Approval
C14-98-0019,https://services.austintexas.gov/edims/document.cfm?idx=8496187193192444906,Approval
C14-2017-0012,https://services.austintexas.gov/edims/document.cfm?idx=-1616176791618649830,Approval
C14-2007-0175,https://services.austintexas.gov/edims/document.cfm?idx=485181983301046189,Approval
C14-2021-0142,https://services.austintexas.gov/edims/document.cfm?idx=5929781042618570847,Approval
C14-2014-0162,https://services.austintexas.gov/edims/document.cfm?idx=-4086995181881338994,Approval
C14-2023-0153,https://services.austintexas.gov/edims/document.cfm?idx=-2098462701485626893,Disapproval
C14-2015-0093,https://services.austintexas.gov/edims/document.cfm?idx=-7657210432093454209,Approval
C14-06-0155,https://services.austintexas.gov/edims/document.cfm?idx=-8162570972188601760,Approval
C14-2010-0122,https://services.austintexas.gov/edims/document.cfm?idx=8390170926379261826,Approval
C14-2015-0092,https://services.austintexas.gov/edims/document.cfm?idx=-1641354753762555776,Approval
C14-2013-0122,https://services.austintexas.gov/edims/document.cfm?idx=-6413516491446916141,Approval
C14-2020-0097,https://services.austintexas.gov/edims/document.cfm?idx=-6379697319975569444,Approval
C14-2008-0217,https://services.austintexas.gov/edims/document.cfm?idx=9217043081927565873,Disapproval
C14-2010-0165,https://services.austintexas.gov/edims/document.cfm?idx=606927454979960502,Approval
C14-05-0080,https://services.austintexas.gov/edims/document.cfm?idx=2409919259556095061,Approval
C14-2015-0058,https://services.austintexas.gov/edims/document.cfm?idx=-1525133033192157238,Approval
C14-00-2153,https://services.austintexas.gov/edims/document.cfm?idx=-2861284588136879095,Approval
C14-01-0062,https://services.austintexas.gov/edims/document.cfm?idx=-3505252637868360755,Approval
C14-2007-0100,https://services.austintexas.gov/edims/document.cfm?idx=1612896032490553783,Approval
C14-99-0011,https://services.austintexas.gov/edims/document.cfm?idx=5892741364125717563,Approval
C14-2023-0101,https://services.austintexas.gov/edims/document.cfm?idx=-3463966952968595833,Approval
C14-92-0135,https://services.austintexas.gov/edims/document.cfm?idx=-669648006930689238,Approval
C14-2023-0087,https://services.austintexas.gov/edims/document.cfm?idx=3415628191473951968,Approval
C14-2009-0007,https://services.austintexas.gov/edims/document.cfm?idx=5124574564283504536,Approval
C14-2023-0009,https://services.austintexas.gov/edims/document.cfm?idx=4800986376540866226,Approval
C14-2019-0143,https://services.austintexas.gov/edims/document.cfm?idx=4474803477442955882,Approval
C14-97-0013,https://services.austintexas.gov/edims/document.cfm?idx=-5122754281811485740,Approval
C14-2016-0078,https://services.austintexas.gov/edims/document.cfm?idx=2027905859127801103,Approval
C14-06-0013,https://services.austintexas.gov/edims/document.cfm?idx=680141913684445062,Approval
C14-92-0074,https://services.austintexas.gov/edims/document.cfm?idx=1439751321674288930,Approval
C14-2015-0151,https://services.austintexas.gov/edims/document.cfm?idx=3411121689907469889,Approval
C14-2007-0189.SH,https://services.austintexas.gov/edims/document.cfm?idx=-3935626149855388894,Approval
C14-2018-0001,https://services.austintexas.gov/edims/document.cfm?idx=4501666356991313363,Approval
C14-03-0127,https://services.austintexas.gov/edims/document.cfm?idx=-411344430749028909,Approval
C14-2024-0126,https://services.austintexas.gov/edims/document.cfm?idx=1878224600439430186,Approval
C14-2013-0066,https://services.austintexas.gov/edims/document.cfm?idx=7584807406588982068,Approval
C14-2007-0039,https://services.austintexas.gov/edims/document.cfm?idx=-418450143985478992,Approval
C14-2016-0020,https://services.austintexas.gov/edims/document.cfm?idx=-3499199983076130381,Approval
C14-96-0026,https://services.austintexas.gov/edims/document.cfm?idx=792877085590632200,Approval
C14-95-0194,https://services.austintexas.gov/edims/document.cfm?idx=-8449555918264551306,Approval
C14-2022-0030,https://services.austintexas.gov/edims/document.cfm?idx=3857098071564780708,Approval
C14-2017-0110,https://services.austintexas.gov/edims/document.cfm?idx=-3658003150027182417,Disapproval
C14-2024-0047,https://services.austintexas.gov/edims/document.cfm?idx=4672089357182076332,Approval
C14-2007-0059,https://services.austintexas.gov/edims/document.cfm?idx=-6372026895353767947,Disapproval
C14-2012-0153,https://services.austintexas.gov/edims/document.cfm?idx=-5694863336768518016,Disapproval
C14-2019-0076,https://services.austintexas.gov/edims/document.cfm?idx=6348154204979702185,Disapproval
C14-04-0149.03,https://services.austintexas.gov/edims/document.cfm?idx=5134304183470201784,Approval
C14-87-184,https://services.austintexas.gov/edims/document.cfm?idx=5263196514238835450,Approval
C14-06-0002,https://services.austintexas.gov/edims/document.cfm?idx=8190531659884309016,Approval
C14-00-2225,https://services.austintexas.gov/edims/document.cfm?idx=2830294662973371042,Approval
C14-95-0088,https://services.austintexas.gov/edims/document.cfm?idx=3964855442015596112,Approval
C14-06-0053,https://services.austintexas.gov/edims/document.cfm?idx=-1812600804429180722,Approval
C14-98-0272,https://services.austintexas.gov/edims/document.cfm?idx=-3184133062255023979,Approval
C14-2022-0080,https://services.austintexas.gov/edims/document.cfm?idx=1147744852144495264,Approval
C14-95-0143,https://services.austintexas.gov/edims/document.cfm?idx=-8469548808930591111,Approval
C14-01-0125.SH,https://services.austintexas.gov/edims/document.cfm?idx=2135182685030008368,Approval
C14-2018-0155,https://services.austintexas.gov/edims/document.cfm?idx=-250375513321504775,Approval
C14-2009-0146,https://services.austintexas.gov/edims/document.cfm?idx=4677324478395156885,Approval
C14-05-0078,https://services.austintexas.gov/edims/document.cfm?idx=-2824477522717398116,Approval
C14-2012-0115,https://services.austintexas.gov/edims/document.cfm?idx=3784621181334547347,Approval
C14-01-0003,https://services.austintexas.gov/edims/document.cfm?idx=-3943064075688738596,Approval
C14-02-0167,https://services.austintexas.gov/edims/document.cfm?idx=-7278167584163298597,Disapproval
C14-00-2011.4,https://services.austintexas.gov/edims/document.cfm?idx=9060130313637853474,Approval
C14-2008-0198,https://services.austintexas.gov/edims/document.cfm?idx=688201861543333410,Approval
C14-2015-0114,https://services.austintexas.gov/edims/document.cfm?idx=1474026052854392455,Approval
C14-2009-0072,https://services.austintexas.gov/edims/document.cfm?idx=-4079644231393414332,Approval
C14-98-0016,https://services.austintexas.gov/edims/document.cfm?idx=6316129315532538473,Approval
C14-06-0060,https://services.austintexas.gov/edims/document.cfm?idx=3829057876674746904,Approval
C14-2022-0159,https://services.austintexas.gov/edims/document.cfm?idx=-2827626217923935465,Approval
C14-2021-0120,https://services.austintexas.gov/edims/document.cfm?idx=8647839807608842164,Approval
C14-06-0127,https://services.austintexas.gov/edims/document.cfm?idx=3244677868983724918,Approval
C14-2023-0111,https://services.austintexas.gov/edims/document.cfm?idx=5377470386063300329,Approval
C14-2017-0021,https://services.austintexas.gov/edims/document.cfm?idx=5117732716992548037,Disapproval
C14-2013-0081,https://services.austintexas.gov/edims/document.cfm?idx=-8324790721806374787,Disapproval
C14-05-0118,https://services.austintexas.gov/edims/document.cfm?idx=-6964800592581251591,Approval
C14-91-0030,https://services.austintexas.gov/edims/document.cfm?idx=-7946000844217756645,Approval
C14-2011-0005,https://services.austintexas.gov/edims/document.cfm?idx=4682445626782563716,Approval
C14-04-0149.47,https://services.austintexas.gov/edims/document.cfm?idx=8883238132293117486,Approval
C14-2014-0085,https://services.austintexas.gov/edims/document.cfm?idx=-6789873756570885921,Approval
C14-2010-0079,https://services.austintexas.gov/edims/document.cfm?idx=7307592851711759972,Disapproval
C14-93-0139,https://services.austintexas.gov/edims/document.cfm?idx=1311082538014893879,Approval
C14-2025-0013,https://services.austintexas.gov/edims/document.cfm?idx=3320674775889642261,Approval
C14-2021-0133.SH,https://services.austintexas.gov/edims/document.cfm?idx=-9210301534477281442,Approval
C14-2025-0098(RCT),https://services.austintexas.gov/edims/document.cfm?idx=2719035650481197477,Disapproval
C14-87-179,https://services.austintexas.gov/edims/document.cfm?idx=6396341291175056880,Approval
C14-06-0023,https://services.austintexas.gov/edims/document.cfm?idx=-8537977270683623061,Approval
C14-2014-0187,https://services.austintexas.gov/edims/document.cfm?idx=-4776546917711102671,Approval
C14-2024-0049,https://services.austintexas.gov/edims/document.cfm?idx=3403859492235259343,Approval
C14-2025-0065,https://services.austintexas.gov/edims/document.cfm?idx=-5743543179311734439,Approval
C14-95-0150,https://services.austintexas.gov/edims/document.cfm?idx=1550501112376708277,Disapproval
C14-2008-0031,https://services.austintexas.gov/edims/document.cfm?idx=-4833899802965498629,Approval
C14-2024-0052,https://services.austintexas.gov/edims/document.cfm?idx=3020810147079920824,Approval
C14-79-019(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-4246906746913552055,Approval
C14-06-0123,https://services.austintexas.gov/edims/document.cfm?idx=6549568383755633432,Approval
C14-04-0149.10,https://services.austintexas.gov/edims/document.cfm?idx=-3217101469281176182,Approval
C14-2007-0240,https://services.austintexas.gov/edims/document.cfm?idx=-1487871429139337841,Approval
C14-2025-0017,https://services.austintexas.gov/edims/document.cfm?idx=7590426539175766491,Approval
C14-2024-0178,https://services.austintexas.gov/edims/document.cfm?idx=5766097949949357804,Approval
C14-02-0062,https://services.austintexas.gov/edims/document.cfm?idx=1471931519326538442,Approval
C14-2024-0065,https://services.austintexas.gov/edims/document.cfm?idx=-3412808714930471376,Approval
C14-90-0074,https://services.austintexas.gov/edims/document.cfm?idx=-5613049945262698384,Disapproval
C14-02-0169,https://services.austintexas.gov/edims/document.cfm?idx=971471486210744357,Approval
C14-06-0184,https://services.austintexas.gov/edims/document.cfm?idx=886414219701194739,Approval
C14-2023-0138,https://services.austintexas.gov/edims/document.cfm?idx=-6181020322014542459,Approval
C14-91-0070,https://services.austintexas.gov/edims/document.cfm?idx=4993323537848206748,Approval
C14-99-2084,https://services.austintexas.gov/edims/document.cfm?idx=7869842345273593996,Approval
C14-2016-0111,https://services.austintexas.gov/edims/document.cfm?idx=3298331002898360616,Approval
C14-2023-0141.SH,https://services.austintexas.gov/edims/document.cfm?idx=5914054858488181626,Approval
C14-2018-0143,https://services.austintexas.gov/edims/document.cfm?idx=-6142118915810481396,Approval
C14-00-2265,https://services.austintexas.gov/edims/document.cfm?idx=-6709060293247703191,Approval
C14-2020-0107,https://services.austintexas.gov/edims/document.cfm?idx=7448167786834571502,Approval
C14-96-0032,https://services.austintexas.gov/edims/document.cfm?idx=3883767189677913481,Disapproval
C14-2013-0137,https://services.austintexas.gov/edims/document.cfm?idx=-6535018852988853917,Approval
C14-01-0180,https://services.austintexas.gov/edims/document.cfm?idx=-2347247282993529868,Approval
C14-05-0206,https://services.austintexas.gov/edims/document.cfm?idx=-7619666850270325530,Approval
C14-01-0047,https://services.austintexas.gov/edims/document.cfm?idx=-4954356299082930674,Disapproval
C14-2010-0185,https://services.austintexas.gov/edims/document.cfm?idx=-8049909366658141941,Approval
C14-02-0197,https://services.austintexas.gov/edims/document.cfm?idx=-1373621525200859477,Approval
C14-2023-0122,https://services.austintexas.gov/edims/document.cfm?idx=5360056785989685446,Approval
C14-2011-0064,https://services.austintexas.gov/edims/document.cfm?idx=-8059577788548960314,Approval
C14-96-0065,https://services.austintexas.gov/edims/document.cfm?idx=6024432234313775231,Approval
C14-2017-0091,https://services.austintexas.gov/edims/document.cfm?idx=2512741680760042339,Approval
C14-2012-0088,https://services.austintexas.gov/edims/document.cfm?idx=8474837193837475212,Approval
C14-06-0157,https://services.austintexas.gov/edims/document.cfm?idx=7365229448390189749,Approval
C14-2025-0124,https://services.austintexas.gov/edims/document.cfm?idx=1840718828247721823,Approval
C14-2013-0145,https://services.austintexas.gov/edims/document.cfm?idx=1116111305990272994,Approval
C14-2024-0076,https://services.austintexas.gov/edims/document.cfm?idx=232936690924137289,Approval
C14-2020-0013,https://services.austintexas.gov/edims/document.cfm?idx=-822699988078488878,Approval
C14-2014-0151,https://services.austintexas.gov/edims/document.cfm?idx=3543350816722486160,Approval
C14-99-0022,https://services.austintexas.gov/edims/document.cfm?idx=-2886894167809377982,Disapproval
C14-04-0167,https://services.austintexas.gov/edims/document.cfm?idx=8025404236684077054,Approval
C14-06-0234,https://services.austintexas.gov/edims/document.cfm?idx=4616867385008853408,Approval
C14-2023-0155,https://services.austintexas.gov/edims/document.cfm?idx=-7308351591276919705,Approval
C14-94-0057,https://services.austintexas.gov/edims/document.cfm?idx=-5542114584129155662,Approval
C14-2008-0150,https://services.austintexas.gov/edims/document.cfm?idx=-556686097768469557,Disapproval
C14-01-0083,https://services.austintexas.gov/edims/document.cfm?idx=6605572729483193119,Approval
C14-06-0165,https://services.austintexas.gov/edims/document.cfm?idx=-4173275412546399780,Approval
C14-06-0009,https://services.austintexas.gov/edims/document.cfm?idx=-6437309782128601227,Approval
C14-2015-0022,https://services.austintexas.gov/edims/document.cfm?idx=-1906825548554519741,Approval
C14-90-0040,https://services.austintexas.gov/edims/document.cfm?idx=6910547980325465493,Approval
C14-04-0178,https://services.austintexas.gov/edims/document.cfm?idx=-7513499203207443336,Approval
C14-92-0104,https://services.austintexas.gov/edims/document.cfm?idx=-5015971898417649937,Approval
C14-04-0098,https://services.austintexas.gov/edims/document.cfm?idx=-8064548890853794263,Approval
C14-99-2066,https://services.austintexas.gov/edims/document.cfm?idx=89736112284600346,Approval
C14-02-0092,https://services.austintexas.gov/edims/document.cfm?idx=8230924860043938393,Disapproval
C14-05-0102,https://services.austintexas.gov/edims/document.cfm?idx=-1429279643705967332,Approval
C14-2023-0007.SH,https://services.austintexas.gov/edims/document.cfm?idx=4519707806722562516,Approval
C14-96-0141,https://services.austintexas.gov/edims/document.cfm?idx=-8391384787401209939,Approval
C14-2023-0083,https://services.austintexas.gov/edims/document.cfm?idx=8235924419277072278,Approval
C14-2008-0204,https://services.austintexas.gov/edims/document.cfm?idx=2640488994017221590,Approval
C14-2021-0035,https://services.austintexas.gov/edims/document.cfm?idx=5606035465867030423,Approval
C14-2013-0121,https://services.austintexas.gov/edims/document.cfm?idx=-4626101278111873505,Approval
C14-2008-0186,https://services.austintexas.gov/edims/document.cfm?idx=8569648968966454228,Approval
C14-2019-0044.SH,https://services.austintexas.gov/edims/document.cfm?idx=1981043283010721825,Approval
C14-04-0173,https://services.austintexas.gov/edims/document.cfm?idx=-8955633410099641782,Approval
C14-00-2145,https://services.austintexas.gov/edims/document.cfm?idx=-6960459847702463017,Approval
C14-2024-0009,https://services.austintexas.gov/edims/document.cfm?idx=6121257228041150285,Approval
C14-92-0109,https://services.austintexas.gov/edims/document.cfm?idx=8834294845779003175,Approval
C14-00-2105,https://services.austintexas.gov/edims/document.cfm?idx=4823307193431902041,Approval
C14-2021-0160,https://services.austintexas.gov/edims/document.cfm?idx=3546929232642540364,Approval
C14-2014-0021,https://services.austintexas.gov/edims/document.cfm?idx=8027761843375504491,Approval
C14-03-0141,https://services.austintexas.gov/edims/document.cfm?idx=-3600296565262185391,Approval
C14-93-0008,https://services.austintexas.gov/edims/document.cfm?idx=-9187825923933945582,Approval
C14-2010-0164,https://services.austintexas.gov/edims/document.cfm?idx=-5247925668499936564,Approval
C14-2020-0058,https://services.austintexas.gov/edims/document.cfm?idx=3816196014683801317,Approval
C14-99-0117,https://services.austintexas.gov/edims/document.cfm?idx=-4525037217497948403,Approval
C14-2012-0092,https://services.austintexas.gov/edims/document.cfm?idx=-1810620222511141219,Approval
C14-03-0058,https://services.austintexas.gov/edims/document.cfm?idx=-1093880603321837981,Approval
C14-85-288.166(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-7733956603131545179,Approval
C14-00-2231,https://services.austintexas.gov/edims/document.cfm?idx=1700311831108512445,Approval
C14-03-0056,https://services.austintexas.gov/edims/document.cfm?idx=1479649878563831591,Approval
C14-87-174,https://services.austintexas.gov/edims/document.cfm?idx=518754743159114349,Approval
C14-00-2175,https://services.austintexas.gov/edims/document.cfm?idx=2851421621307263532,Approval
C14-00-2074,https://services.austintexas.gov/edims/document.cfm?idx=-575964491184073724,Approval
C14-2024-0007,https://services.austintexas.gov/edims/document.cfm?idx=-8671203451439586481,Approval
C14-97-0028,https://services.austintexas.gov/edims/document.cfm?idx=-2904365233639849221,Disapproval
C14-2022-0082,https://services.austintexas.gov/edims/document.cfm?idx=7364358822633098063,Disapproval
C14-06-0206,https://services.austintexas.gov/edims/document.cfm?idx=8375479611432200456,Approval
C14-02-0180,https://services.austintexas.gov/edims/document.cfm?idx=6839086258126944618,Approval
C14-02-0195,https://services.austintexas.gov/edims/document.cfm?idx=3818562282146602777,Approval
C14-2007-0191,https://services.austintexas.gov/edims/document.cfm?idx=-275522666680241866,Approval
C14-90-0021,https://services.austintexas.gov/edims/document.cfm?idx=-7304866181825198185,Approval
C14-05-0172,https://services.austintexas.gov/edims/document.cfm?idx=4755459796856728666,Approval
C14-2014-0050,https://services.austintexas.gov/edims/document.cfm?idx=-2222152530890604892,Approval
C14-05-0036,https://services.austintexas.gov/edims/document.cfm?idx=-1795055083734191714,Approval
C14-2009-0107,https://services.austintexas.gov/edims/document.cfm?idx=-6916040714304325984,Approval
C14-2020-0082,https://services.austintexas.gov/edims/document.cfm?idx=8600356206564814674,Approval
C14-2018-0128,https://services.austintexas.gov/edims/document.cfm?idx=2075120147365301093,Approval
C14-2018-0113,https://services.austintexas.gov/edims/document.cfm?idx=-3854806677009133290,Approval
C14-2007-0232,https://services.austintexas.gov/edims/document.cfm?idx=-346622111602117964,Approval
C14-98-0062,https://services.austintexas.gov/edims/document.cfm?idx=2514779606508008307,Approval
C14-2017-0126,https://services.austintexas.gov/edims/document.cfm?idx=-2639046367597230149,Approval
C14-2017-0020,https://services.austintexas.gov/edims/document.cfm?idx=5947479262660573870,Disapproval
C14-00-2120,https://services.austintexas.gov/edims/document.cfm?idx=-8031043969930215677,Approval
C14-81-013(RCT),https://services.austintexas.gov/edims/document.cfm?idx=4000637745962338971,Disapproval
C14-2014-0184,https://services.austintexas.gov/edims/document.cfm?idx=-6531116188823428470,Disapproval
C14-89-0014,https://services.austintexas.gov/edims/document.cfm?idx=-3743862570102748754,Approval
C14-2025-0016,https://services.austintexas.gov/edims/document.cfm?idx=-6962195580182262421,Approval
C14-2014-0052,https://services.austintexas.gov/edims/document.cfm?idx=8783543299281765807,Approval
C14-99-0036,https://services.austintexas.gov/edims/document.cfm?idx=8938794356598315186,Approval
C14-91-0008,https://services.austintexas.gov/edims/document.cfm?idx=7044862706619590617,Approval
C14-99-2028,https://services.austintexas.gov/edims/document.cfm?idx=7268424016035611829,Approval
C14-94-0014,https://services.austintexas.gov/edims/document.cfm?idx=-7703011793996870028,Approval
C14-97-0141,https://services.austintexas.gov/edims/document.cfm?idx=-1542284689726481078,Approval
C14-02-0146,https://services.austintexas.gov/edims/document.cfm?idx=-2970605040892812308,Approval
C14-03-0073,https://services.austintexas.gov/edims/document.cfm?idx=1220899907436074429,Approval
C14-01-0005,https://services.austintexas.gov/edims/document.cfm?idx=3192072235430974113,Approval
C14-00-2240,https://services.austintexas.gov/edims/document.cfm?idx=-7288485868434616135,Approval
C14-85-288.8(RCA3),https://services.austintexas.gov/edims/document.cfm?idx=-7726666506846784729,Approval
C14-2025-0074,https://services.austintexas.gov/edims/document.cfm?idx=6216658008705768621,Disapproval
C14-2014-0131,https://services.austintexas.gov/edims/document.cfm?idx=8580705150790120608,Approval
C14-91-0088,https://services.austintexas.gov/edims/document.cfm?idx=-665958131872459192,Approval
C14-2021-0190,https://services.austintexas.gov/edims/document.cfm?idx=-5251617551481680597,Approval
C14-89-0031,https://services.austintexas.gov/edims/document.cfm?idx=-1331156045654985778,Approval
C14-2017-0053,https://services.austintexas.gov/edims/document.cfm?idx=3786340336709627689,Approval
C14-2024-0109,https://services.austintexas.gov/edims/document.cfm?idx=-3247321116924780125,Approval
C14-85-021(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-8889115979290251676,Approval
C14-2017-0147,https://services.austintexas.gov/edims/document.cfm?idx=6631155360698411630,Disapproval
C14-2015-0096,https://services.austintexas.gov/edims/document.cfm?idx=-7936912244855497699,Disapproval
C14-85-288.73(RCA),https://services.austintexas.gov/edims/document.cfm?idx=4399764274283502028,Approval
C14-2017-0080,https://services.austintexas.gov/edims/document.cfm?idx=-2194947335439015443,Approval
C14-2017-0041,https://services.austintexas.gov/edims/document.cfm?idx=4222828453351585323,Approval
C14-2012-0019,https://services.austintexas.gov/edims/document.cfm?idx=-7557099537107372961,Approval
C14-04-0050,https://services.austintexas.gov/edims/document.cfm?idx=6318473238288802825,Approval
C14-2024-0075,https://services.austintexas.gov/edims/document.cfm?idx=4668124546212482392,Approval
C14-2012-0102,https://services.austintexas.gov/edims/document.cfm?idx=2841487597373863518,Approval
C14-2008-0241,https://services.austintexas.gov/edims/document.cfm?idx=6369020144258119902,Disapproval
C14-04-0090,https://services.austintexas.gov/edims/document.cfm?idx=-7429724659490438324,Approval
C14-2023-0006,https://services.austintexas.gov/edims/document.cfm?idx=-6008247411385445012,Approval
C14-2007-0161,https://services.austintexas.gov/edims/document.cfm?idx=2318812729388652074,Approval
C14-01-0055,https://services.austintexas.gov/edims/document.cfm?idx=-4057192117446644871,Approval
C14-2011-0047,https://services.austintexas.gov/edims/document.cfm?idx=5425578775901531912,Approval
C14-2021-0159,https://services.austintexas.gov/edims/document.cfm?idx=1756730604737153958,Approval
C14-2009-0082,https://services.austintexas.gov/edims/document.cfm?idx=362231556583571054,Approval
C14-2010-0076,https://services.austintexas.gov/edims/document.cfm?idx=423865271682340732,Approval
C14-04-0179,https://services.austintexas.gov/edims/document.cfm?idx=6465130852017454199,Approval
C14-2011-0168,https://services.austintexas.gov/edims/document.cfm?idx=6674090557709442308,Approval
C14-01-0017,https://services.austintexas.gov/edims/document.cfm?idx=-4325902976326511488,Approval
C14-93-0101,https://services.austintexas.gov/edims/document.cfm?idx=6335328880299038468,Approval
C14-2024-0089,https://services.austintexas.gov/edims/document.cfm?idx=-143365128863246621,Approval
C14-2008-0174,https://services.austintexas.gov/edims/document.cfm?idx=-7079586125117981843,Approval
C14-89-0061,https://services.austintexas.gov/edims/document.cfm?idx=-9177861914497869705,Approval
C14-01-0046.01,https://services.austintexas.gov/edims/document.cfm?idx=3370448292701361468,Approval
C14-2022-0068,https://services.austintexas.gov/edims/document.cfm?idx=-1400289223570256824,Approval
C14-2024-0037,https://services.austintexas.gov/edims/document.cfm?idx=-1075072465833561407,Approval
C14-2015-0099,https://services.austintexas.gov/edims/document.cfm?idx=-3240259559126893621,Approval
C14-05-0209,https://services.austintexas.gov/edims/document.cfm?idx=-6388599139702722669,Approval
C14-2008-0059,https://services.austintexas.gov/edims/document.cfm?idx=-4048192722965198041,Approval
C14-06-0137,https://services.austintexas.gov/edims/document.cfm?idx=-7950429452146599996,Approval
C14-2010-0191.SH,https://services.austintexas.gov/edims/document.cfm?idx=-2663268918097308739,Approval
C14-04-0096,https://services.austintexas.gov/edims/document.cfm?idx=8547960354371595441,Approval
C14-2024-0079,https://services.austintexas.gov/edims/document.cfm?idx=8894610617876839397,Approval
C14-2025-0007,https://services.austintexas.gov/edims/document.cfm?idx=1117666770789198934,Disapproval
C14-2009-0002,https://services.austintexas.gov/edims/document.cfm?idx=6764637511584413702,Approval
C14-2019-0060,https://services.austintexas.gov/edims/document.cfm?idx=1290358781666340291,Approval
C14-2023-0080,https://services.austintexas.gov/edims/document.cfm?idx=-4561484763343567353,Approval
C14-2014-0027,https://services.austintexas.gov/edims/document.cfm?idx=-8828816581188364312,Approval
C14-2017-0095,https://services.austintexas.gov/edims/document.cfm?idx=-7828962023095627422,Approval
C14-00-2258,https://services.austintexas.gov/edims/document.cfm?idx=2644451529856155626,Approval
C14-2008-0159(RCA),https://services.austintexas.gov/edims/document.cfm?idx=-5210717634306782251,Approval
C14-00-2011.2,https://services.austintexas.gov/edims/document.cfm?idx=8173628359221478756,Approval
C14-2018-0109,https://services.austintexas.gov/edims/document.cfm?idx=-105389554909802117,Approval
C14-2020-0138,https://services.austintexas.gov/edims/document.cfm?idx=5324020055706210095,Approval
C14-99-0001,https://services.austintexas.gov/edims/document.cfm?idx=7875510322436106242,Approval
C14-2016-0059,https://services.austintexas.gov/edims/document.cfm?idx=3740469143814443690,Approval
C14-2015-0023,https://services.austintexas.gov/edims/document.cfm?idx=9180630292854842168,Disapproval
C14-2007-0050,https://services.austintexas.gov/edims/document.cfm?idx=1612403931240524072,Approval
C14-2023-0017,https://services.austintexas.gov/edims/document.cfm?idx=6788115129795868152,Disapproval
C14-2011-0040,https://services.austintexas.gov/edims/document.cfm?idx=4210366977186074737,Approval
C14-2012-0121,https://services.austintexas.gov/edims/document.cfm?idx=-4407903344190680617,Approval
C14-2008-0210,https://services.austintexas.gov/edims/document.cfm?idx=-7419996094436063210,Approval
C14-05-0151(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-8015688912042640883,Approval
C14-2025-0012,https://services.austintexas.gov/edims/document.cfm?idx=-478783855084064906,Approval
C14-03-0021,https://services.austintexas.gov/edims/document.cfm?idx=-3616629156932792973,Approval
C14-05-0174,https://services.austintexas.gov/edims/document.cfm?idx=2311728007485673020,Approval
C14-2011-0081,https://services.austintexas.gov/edims/document.cfm?idx=2722429606810009988,Disapproval
C14-04-0149.30,https://services.austintexas.gov/edims/document.cfm?idx=8805715477526875017,Approval
C14-2022-0206,https://services.austintexas.gov/edims/document.cfm?idx=948622148797769096,Approval
C14-2021-0192,https://services.austintexas.gov/edims/document.cfm?idx=4429986317654101400,Approval
C14-95-0099,https://services.austintexas.gov/edims/document.cfm?idx=8007303402478260423,Approval
C14-2021-0185,https://services.austintexas.gov/edims/document.cfm?idx=-8013392017633324121,Approval
C14-2013-0143,https://services.austintexas.gov/edims/document.cfm?idx=-6482055753588047652,Approval
C14-00-2061,https://services.austintexas.gov/edims/document.cfm?idx=-1655334652973101473,Disapproval
C14-2012-0106,https://services.austintexas.gov/edims/document.cfm?idx=-8484691699637212842,Approval
C14-06-0200,https://services.austintexas.gov/edims/document.cfm?idx=6266122105185242529,Approval
C14-05-0144,https://services.austintexas.gov/edims/document.cfm?idx=7118725299837253756,Approval
C14-2021-0108,https://services.austintexas.gov/edims/document.cfm?idx=-4012608733042329231,Disapproval
C14-2015-0032,https://services.austintexas.gov/edims/document.cfm?idx=6427150767642858090,Approval
C14-04-0010,https://services.austintexas.gov/edims/document.cfm?idx=7614175690236689939,Approval
C14-2007-0269,https://services.austintexas.gov/edims/document.cfm?idx=4139436289368016155,Approval
C14-96-0057,https://services.austintexas.gov/edims/document.cfm?idx=5659020083047949888,Approval
C14-99-0063,https://services.austintexas.gov/edims/document.cfm?idx=1514843778923969476,Approval
C14-2020-0124,https://services.austintexas.gov/edims/document.cfm?idx=4163390678762164164,Approval
C14-2012-0117,https://services.austintexas.gov/edims/document.cfm?idx=1729291219135929371,Approval
C14-85-002(RCT),https://services.austintexas.gov/edims/document.cfm?idx=-5852216115968416152,Approval
C14-04-0149.34,https://services.austintexas.gov/edims/document.cfm?idx=-6156201648320097159,Approval
C14-02-0188,https://services.austintexas.gov/edims/document.cfm?idx=7874405723221821670,Approval
C14-2022-0028,https://services.austintexas.gov/edims/document.cfm?idx=3266290803499845720,Approval
C14-2024-0010,https://services.austintexas.gov/edims/document.cfm?idx=5876198587050168244,Approval
C14-2021-0112,https://services.austintexas.gov/edims/document.cfm?idx=-2179956596938004546,Approval
