"CASE_NUMBER","CASE_NAME","SUB_TYPE","APPLICATION_START_DATE","DETAILED_STATUS","COUNCIL_DISTRICT","PROPOSED_ZONING","EXISTING_ZONING","TCAD_ID","DESCRIPTION_OF_WORK","LATITUDE","LONGITUDE"
"NPA-2014-0027.01","2208 Lake Austin","Amended Neighborhood Plan","02/05/2014","Withdrawn","10","LO-MU-NP - LIMITED OFFICE","LO-NP - LIMITED OFFICE","0110060407","The applicant is proposing to Amend the Central West Austin Neighborhood Plan change in Future Land Designation from Neighborhood Commercial to Neighborhood Mixed Use.","30.27771372","-97.77116859"
"NPA-2017-0015.02","Eight Fold Community","Amended Neighborhood Plan","07/28/2017","Closed","1","","","0205261301","The applicant is proposing to change FLUM from Industrial to Mixed Use","30.26562178","-97.67046642"
"NPA-2015-0014.01","4501 E St Elmo","Amended Neighborhood Plan","10/19/2015","Approved","2","LO-MU-NP","LO-NP","0318030103","The applicant is proposing to amend the Southeast Combined Neighborhood Plan.","30.20576116","-97.73898988"
"NPA-2008-0014.03","Cunningham Village","Amended Neighborhood Plan","07/30/2008","Closed","2","SF-6 - NP  TOWNHOME, CONDO","SF-2 - NP  SINGLE FAMILY STANDARD","0319030165","The applicant is requesting a neighborhood plan amendment.","30.20109294","-97.74016646"
"C17-2013-0131","Capital View Corridor Height for 112 E. 5th Street.","Capital View Corridor Height","10/07/2013","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0206030613","The applicant is proposing a Capital View Corridor Height for 112 E. 5th Street","30.26705120","-97.74219699"
"NPA-2019-0005.02","Palm Harbor Homes Mobile Home Park","Amended Neighborhood Plan","01/16/2019","Closed","3","","","0307210409","The applicant is proposing to change a previously established Neighborhood Plan 

Related Rezoning Case:  C14-2019-0027","30.23182918","-97.68432106"
"C17-2017-0069","203 W 10th Street","Capital View Corridor Height","05/30/2017","Recommended for Approval","9","CS - GENERAL COMMERCIAL","CS - GENERAL COMMERCIAL","0208011707","The applicant is proposing to get a capital corridor determination.","30.27209435","-97.74350970"
"C17-2021-0135","809 CONGRESS AVENUE","Capital View Corridor Height","07/06/2021","Approved","9","1","1","0206030904","The applicant is requesting a Capital View Corridor determination.","30.27019375","-97.74159933"
"C814-86-009.14","Terrace PUD Amendment #14","Planned Unit Development (PUD)","02/24/2025","Closed","8","PUD","PUD","0401150607","The applicant is requesting a 14th amendment to the Terrace PUD to modify land use.","30.25103739","-97.80127487"
"NPA-2008-0018.01","Lamar/Justin Lane TOD Station Area Plan","Amended Neighborhood Plan","02/01/2008","Closed","","TOD - TRANSIT ORIENTED DEVELOPMENT ZONING","999 - SEE COMMENTS","","The applicant proposes to amend the Neighborhood Plan for Brentwood-Highland.","",""
"NPA-2023-0019.01","Duval Street Residences","Amended Neighborhood Plan","12/18/2023","Closed","9","MF-1-CO-NP","SF-3-CO-NP","0217060905","The applicant is proposing an NPA.","30.29561019","-97.73131027"
"NPA-2017-0016.01.SH","Springdale Arts","Amended Neighborhood Plan","07/20/2017","Closed","3","","","0204140341","The applicant is proposing an NPA  for the Govall/Johnnston Terrace Combined Neighborhood Plan with associated improvements.Updated case number to add ""SH"" because SMART Housing Letter submitted.","30.25765661","-97.70134178"
"C17-01-0012","L.B. TUCKER LYNCH","Capital View Corridor Height","10/02/2001","Closed","9","","","0107001403","","30.26851285","-97.75043080"
"C14-2022-0157","Domain l and ll PDA Amendment","Planned Development Agreement (PDA)","10/06/2022","Closed","7","MI-PDA, major industry - planned development area, to allow for additional height up to 420 feet, FAR up to 12:1, and remove the maximum dwelling unit limitation for future redevelopment of additional residential, hotel, office and shopping center uses","MI-PDA, major industry - planned development area","0256060203","The Applicant is proposing to rezone from / to LI-PDA and amend the PDA to allow for additional height up to 420 feet, FAR up to 12:1 and to remove the maximum dwelling unit limitation for future rede","30.40256875","-97.72589147"
"C17-2018-0008","1109 N IH 35 SERVICE ROAD NB","Capital View Corridor Height","01/23/2018","Approved","1","Mixed Use","CS-NCCD-NP","0208060410","The applicant is proposing to obtain a capital view corridor","30.27117540","-97.73181677"
"C14-2023-0050","Bolm West PDA","Planned Development Agreement (PDA)","04/03/2023","Closed","3","LI-PDA","LI","0200180201","The applicant is proposing to rezone approximately 71.35 acres from LI to LI-PDA.","30.24985893","-97.68543893"
"NPA-2013-0025.04","Beiter-2","Amended Neighborhood Plan","02/28/2013","Closed","8","SF-5-CO-NP","SF-3-NP","0410280301","The Applicant is requesting to amend Oak Hill Combined Neighborhood Plan from single family use to higher density single family use.

Related Zoning case:  C14-2013-0018","30.23042035","-97.84671728"
"C814-06-0175.07","East Avenue PUD Amendment #7, Parcel A","Planned Unit Development (PUD)","08/19/2025","Scheduled for Hearing","9","PUD","PUD","0215080826","The Applicant is proposing to amend 1.13 acres of a previously approved PUD, to increase the maximum allowable height of Parcel A from 160 feet to 300 feet and to remove the vehicular access prohibiti","30.29318536","-97.72121785"
"NPA-2010-0018.01","5904 Laird Dr.","Amended Neighborhood Plan","02/25/2010","Closed","7","LO-MU-CO-NP","SF-3 - FAMILY RESIDENCE-NP","0230040212","The applicant is proposing to amend the Brentwood/Highland Combined Neighborhood Plan.","30.33498842","-97.73884721"
"C814-95-0001","SOUTH AUSTIN MEDICAL CENTER","Planned Unit Development (PUD)","08/11/1998","Closed","3","999","999","0408080602","","30.22637821","-97.77442753"
"NPA-2022-0017.02","7301 Burnet Road","Amended Neighborhood Plan","02/28/2022","Closed","7","","","0235040317","The applicant is proposing to amend a previously approved neighborhood plan.","30.34859256","-97.73522452"
"NPA-2022-0029.02","St. Johns Site","Amended Neighborhood Plan","08/29/2022","Closed","4","","","","The applicant is proposing to amend a previously approved Neighborhood Plan Case. 

Related case:  C14-2022-0118","30.33344344","-97.70324393"
"C814-2012-0152.01","Pilot Knob PUD-First Amendment","Planned Unit Development (PUD)","03/16/2016","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD","","The applicant is proposing  to zone approximately 2214.075 acres of land from I-RR & I-SF-4A to PUD.  Refer to C814-2012-0152 for affordable housing agreement (see Attachments section).
*Also known a","",""
"NPA-2007-0005.02","Frontier at Montana","Amended Neighborhood Plan","11/26/2007","Closed","3","SF-3-NP","P-NP","0307171326","Applicant is proposing to amend neighborhood plan.","30.23118950","-97.69090136"
"NPA-07-0007.01","JAMESTOWN CONDOS","Amended Neighborhood Plan","01/11/2007","Closed","4","","","0239101308","","30.35528913","-97.71343105"
"NPA-2021-0015.04","6600, 6702, 6704 & 6706 REGIENE ROAD","Amended Neighborhood Plan","07/30/2021","Closed","1","","","0207260601","The applicant is proposing to amend a previously approved neighborhood plan.","30.26474849","-97.66973641"
"C17-2020-0119","1104 Sabine Street Capital View Corridor","Capital View Corridor Height","10/09/2020","Approved","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0208051901","The applicant is requesting a Capital View Corridor determination.","30.27119524","-97.73442085"
"C17-2018-0012","Capital View Height Determination for Austin Energy District Cooling Plant #3","Capital View Corridor Height","01/29/2018","Approved","9","r","d","0106020205","The applicant requests specific height determination for a site plan currently in review.","30.26709022","-97.75367220"
"NPA-2018-0012.02.SH","2107 Alamo Neighborhood Plan Ammendment","Amended Neighborhood Plan","08/22/2018","Closed","1","","","0211091001","The applicant is proposing to change a previously established neighborhood plan.

Related case:  C14-2018-0100.SH","30.28271795","-97.71975498"
"NPA-2024-0015.02","3016 E 51ST STREET","Amended Neighborhood Plan","05/20/2024","Closed","1","","","0218201216","The applicant proposes to amend a previously approved neighborhood plan.","30.29650219","-97.68263154"
"NPA-2023-0030.02","714 Turtle Creek Multifamily","Amended Neighborhood Plan","02/28/2023","Closed","2","GR-MU-V-NP","MF-2-NP","0416110755","The applicant is proposing a NPA.","30.20436615","-97.78428816"
"NPA-05-0016.02","E 5TH & ALLEN ST","Amended Neighborhood Plan","07/27/2005","Closed","3","","999","0202141201","","30.25480527","-97.70540195"
"NPA-06-0009.05","CALAVAN","Amended Neighborhood Plan","07/26/2006","Closed","1","999","999","0209096201","NPA-06-0015.01_0  has been changed to  NPA-06-0009.05_0  on  01-sep-2006 09:46:51 by SHARI PAPE.","30.27927420","-97.72297831"
"C14-2015-0038","Domain Entertainment District","Planned Development Agreement (PDA)","03/18/2015","Closed","7","MI-PDA","MI-PDA","0256081602","The applicant is proposing to amend a Planned Development Agreement.","30.40325531","-97.71759777"
"NPA-2019-0014.01","Stassney Residential","Amended Neighborhood Plan","04/17/2019","Closed","2","","","0323010124","The Applicant is proposing an amendment to the approved Southeast Austin Combined Neighborhood Plan.","30.20106852","-97.72326207"
"C17-2025-0031","2902 Medical Arts","Capital View Corridor Height","02/07/2025","Approved","9","unk","unk","0215061115","The applicant is proposing Capital View Corridor determination.","30.28875817","-97.72909907"
"C12M-2013-0001","Cascades Municipal Utility District (MUD)","Municipal Utility District (MUD)","01/02/2013","Closed","5","RR-CO","","0445110302","The applicant is proposing consent to create a MUD.","30.13173226","-97.79375578"
"C17-2020-0141","612 E 6TH STREET","Capital View Corridor Height","12/02/2020","Approved","9","1","1","0206041112","The applicant is requesting a general CVC determination.","30.26662434","-97.73646400"
"NPA-2022-0015.07.SH","Norman Crossing","Amended Neighborhood Plan","09/08/2022","Closed","1","","","0211230401","The Applicant is proposing to amend a previously approved Neighborhood Plan from Civic to Multi-family land use.  

Related case:  C14-2022-0122.SH","30.27727948","-97.67504708"
"NPA-05-0006.02","1203 BAYLOR","Amended Neighborhood Plan","02/01/2005","Scheduled for Hearing","9","","","0210000811","","30.27750951","-97.75208504"
"C814-00-2063.11","Wildhorse Ranch PUD Amendment No. 11","Planned Unit Development (PUD)","12/27/2024","Closed","","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing an administrative amendment to a previously approved Planned Unit Development Plan.","",""
"NPA-2012-0025.02","Covered Bridge Assisted Living FLUM","Amended Neighborhood Plan","02/29/2012","Closed","8","","","0402480330","The applicant is requesting a neighborhood plan amendment to change the use from Multi-Family to Mixed Use.","30.24770862","-97.89638306"
"C17-2013-0005","1402 West Avenue","Capital View Corridor Height","03/19/2013","Approved","9","LO - LIMITED OFFICE","H - HISTORIC","0210000303","The applicant is requesting  a Capital View Corridor height determination for 1402 West Avenue","30.27864579","-97.74787492"
"NPA-2015-0005.03","2407-2409 MontopOlis Dr. #225","Amended Neighborhood Plan","07/22/2015","Closed","3","CS-CO-MU-NP","CS-CO-NP","0312130115","The applicant is proposing to amend Montopolis Neighborhood Plan from Commercial to Mixed Use
**Scheduled for 11/10/15 PC and 12/10/15 CC** - M. Meredith","30.21948428","-97.70588776"
"C17-2016-0008","Capitol Terrace","Capital View Corridor Height","02/10/2016","Recommended for Approval","9","CBD - CENTRAL BUSINESS DISTRICT","CBD - CENTRAL BUSINESS DISTRICT","0210021916","The applicant is requesting a capitol view height determination for 303 w. 14th street, 301 w 14th, 1308 lavaca, 1304 lavaca","30.27661874","-97.74283378"
"C814-06-0106","208 BARTON SPRINGS","Planned Unit Development (PUD)","05/08/2006","Closed","9","PUD","CS-1","0203000221","","30.26067888","-97.74683528"
"NPA-2019-0014.02","Ben White and Montopolis Neighborhood Plan Amendment","Amended Neighborhood Plan","06/28/2019","Closed","2","","","0316100202","The Applicant proposes a FLUM amendment on 8.8127 acres from Commercial to Mixed Use land use.","30.21182196","-97.71421876"
"NPA-2011-0009.02","Chicon Corridor","Amended Neighborhood Plan","10/28/2011","Closed","1","CS-NP-MU","CS-NP","0208094901","The applicant is proposing to amend the Central East Austin Neighborhood Plan.","30.27453822","-97.72042006"
"C14-2023-0044","300-440 Industrial Blvd.","Planned Development Agreement (PDA)","02/23/2023","Closed","3","LI-PDA-NP, limited industrial services - planned development area - neighborhood plan","LI-NP, limited industrial services - neighborhood plan","0412040406","The Applicant is proposing to rezone approximately 1.38 acres from LI-NP to LI-PDA-NP.

Related case:  NPA-2023-0020.03","30.21886143","-97.76164874"
"C814-00-2063.04","Wildhorse PUD Amendment","Planned Unit Development (PUD)","03/18/2013","Expired","1","LI-PDA","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing to amend the language in City Ordinance #020214-28.

Case EXPIRED - was not scheduled for ZAP or City Council","30.33857476","-97.59210978"
"C17-2011-0106","835 W. 6th Street- Capital View Determination","Capital View Corridor Height","08/18/2011","Approved","9","CR - COMMERCIAL REC","CR - COMMERCIAL REC","0107000919","The applicant is requesting a capital view corridor height determination for 835 W. 6th Street.","30.27061687","-97.75206971"
"C814-2008-0087.01","South Shore Subdivision Section One","Planned Unit Development (PUD)","11/13/2013","Closed","3","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","0302070815","The applicant is proposing to amend 2.8760 acres from PUD to PUD.","30.24328999","-97.72601400"
"NPA-2014-0016.03","Morotito's Plan","Amended Neighborhood Plan","12/04/2014","Closed","3","","","0202120701","The applicant is proposing to amend the Govalle/Johnson Terrace neighborhood plan.

Note: As of February 9, 2015, the case has been taken off the Feb. 24, 2015 PC and March 26, 2015 CC hearings at t","30.25579807","-97.71009217"
"NPA-2007-0016.01","Office / Warehouse","Amended Neighborhood Plan","07/16/2007","Closed","5","CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist","GR - NPCOMMUNITY COMMERCIAL","0101090807","The applicant is submitting a neighborhood plan amendment to zoning already in review.","30.25207948","-97.78295888"
"C814-96-0003.10","PIONEER CROSSING-Air Products","Planned Unit Development (PUD)","06/17/2011","Closed","1","PUD - PLANNED UNIT DEVELOPMENT","PUD - PLANNED UNIT DEVELOPMENT","","The applicant is proposing to amend the existing PUD","",""
"NPA-2011-0019.02","3208 Red River","Amended Neighborhood Plan","08/12/2011","Closed","9","GR-MU-CO-NP","GO-MU-CO-NP","0215061209","The applicant is requesting an NP to change the use from Mixed Use Office to Mixed Use","30.29189648","-97.72707794"
