CASE_NUMBER,Meeting_Date,agenda_text_raw,valid_petition,commission_disagree,agent,watershed,is_npa,acreage,orig_zoning,target_zoning
C14-2016-0079,2018-03-01T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2019-0057,2019-06-20T00:00:00.000,"C14-2019-0057 - Moore's Crossing Residences - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 7508 Mc Angus Road (Dry Creek East Watershed). Applicant's Request: To rezone from single family residence-standard lot (SF-2) district zoning to multifamily residence-moderate-high density (MF-4) district zoning. Staff Recommendation: To grant multifamily residence-medium density (MF-3) district zoning. Planning Commission Recommendation: To be reviewed on June 11, 2019. Owner/Applicant: SR Development Inc. (Bill Gurasich). Agent: Alice Glasco Consulting (Alice Glasco). City Staff: Wendy Rhoades, 512-974-7719. District(s) Affected: District 2.",0.0,1.0,Alice Glasco Consulting (Alice Glasco),Dry Creek East Watershed,0.0,,SF-2,MF-4
NPA-2013-0012.01,2013-11-21T00:00:00.000,"NPA-2013-0012.01 - 4505 N. I.H.-35 Northbound Service Road - Conduct a public hearing and approve an ordinance amending Ordinance No. 020801-91, the Upper Boggy Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 4505 North IH-35 Service Road Northbound (Boggy Creek Watershed) from Single Family to Office use. Staff Recommendation: To grant office land use. Planning Commission Recommendation: To grant office land use. Owner/Applicant: Saeed Moshfegh.  Agent: A.J. Ghaddar, P.E.. City Staff: Maureen Meredith, (512) 974-2695.",0.0,0.0,A,Boggy Creek Watershed,1.0,,,
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2016-0079,2017-08-31T00:00:00.000,"C14-2016-0079 - 3212 E. Cesar Chavez Street - District 3 -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 3212 East Cesar Chavez Street and 111 Tillery Street (Colorado River Watershed). Applicant Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning and general commercial services-conditional overlay-neighborhood plan (CS-CO-NP) combining district zoning to multifamily residence- highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Staff Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Planning Commission Recommendation: To grant multifamily residence-highest density-conditional overlay-neighborhood plan (MF-6-CO-NP) combining district zoning and general commercial services-mixed use-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning. Owner: Painter Enterprises Inc. (Donald E. Painter). Applicant: Husch Blackwell LLP (Nikelle Meade). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 3.",0.0,1.0,,Colorado River Watershed,0.0,,,MF-6-CO-NP
C14-2012-0146.SH,2013-03-28T00:00:00.000,"C14-2012-0146.SH - 1044 Norwood Park Blvd. - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1044 Norwood Park Boulevard (Little Walnut Creek Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to commercial highway services-conditional overlay-neighborhood plan (CH-CO-NP) combining district zoning. First reading approved on March 7, 2013. Vote: 7-0. Owner:  DBSI Village at Norwood, LLC (Conrad Myers). Agent:  Conley Engineering, Inc. (Carl Conley). City Staff: Heather Chaffin, 974-2122.",0.0,0.0,"Conley Engineering, Inc",Little Walnut Creek Watershed,0.0,,,CH-CO-NP
C14-2012-0146.SH,2013-03-28T00:00:00.000,"C14-2012-0146.SH - 1044 Norwood Park Blvd. - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1044 Norwood Park Boulevard (Little Walnut Creek Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to commercial highway services-conditional overlay-neighborhood plan (CH-CO-NP) combining district zoning. First reading approved on March 7, 2013. Vote: 7-0. Owner:  DBSI Village at Norwood, LLC (Conrad Myers). Agent:  Conley Engineering, Inc. (Carl Conley). City Staff: Heather Chaffin, 974-2122.",0.0,0.0,"Conley Engineering, Inc",Little Walnut Creek Watershed,0.0,,,CH-CO-NP
C14-2012-0146.SH,2013-03-28T00:00:00.000,"C14-2012-0146.SH - 1044 Norwood Park Blvd. - Approve second/third readings of an ordinance amending Chapter 25-2 of the Austin City Code by rezoning property locally known as 1044 Norwood Park Boulevard (Little Walnut Creek Watershed) from community commercial-conditional overlay-neighborhood plan (GR-CO-NP) combining district zoning to commercial highway services-conditional overlay-neighborhood plan (CH-CO-NP) combining district zoning. First reading approved on March 7, 2013. Vote: 7-0. Owner:  DBSI Village at Norwood, LLC (Conrad Myers). Agent:  Conley Engineering, Inc. (Carl Conley). City Staff: Heather Chaffin, 974-2122.",0.0,0.0,"Conley Engineering, Inc",Little Walnut Creek Watershed,0.0,,,CH-CO-NP
C14-2019-0074,2019-06-20T00:00:00.000,"C14-2019-0074 - Webberville Road -Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 2202, 2210, 2214, and 2220 Webberville Road and 2206 East 7th Street (Lady Bird Lake Watershed). Applicant request: to rezone from general commercial services-mixed use building-conditional overlay-neighborhood plan (CS-MU-CO-NP) combining district zoning to general commercial services-mixed use-vertical mixed use building -conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning. Staff Recommendation: To grant general commercial services-mixed use-vertical mixed use building -conditional overlay-neighborhood plan (CS-MU-V-CO-NP) combining district zoning. Planning Commission Recommendation: To be reviewed on June 11, 2019. Owner/Applicant: 2202 Webberville Road, LLC (Bill Knauss). Agent: Drenner Group (Leah Bojo). City Staff: Heather Chaffin, 512-974-2122. District(s) Affected: District 1.",0.0,1.0,Drenner Group (Leah Bojo),Lady Bird Lake Watershed,0.0,,,
